ELO_name,Opta_name,Country,Level,Elo,Rating,predicted_Elo,error
Vejle,Vejle,DEN,1.0,1342.56,69.8,1328.52,14.0
Fredericia,Fredericia,DEN,1.0,1341.21,71.2,1362.14,-21.0
Lok Zagreb,Lokomotiva Zagreb,CRO,1.0,1340.78,73.2,1410.17,-69.0
Dinamo Bucuresti,Dinamo București,ROM,1.0,1339.67,73.1,1407.77,-68.0
Grasshoppers,Grasshoppers,SUI,1.0,1339.63,70.8,1352.54,-13.0
Dresden,Dynamo Dresden,GER,2.0,1339.58,71.3,1364.54,-25.0
Antalyaspor,Antalyaspor,TUR,1.0,1338.98,70.5,1345.33,-6.0
Excelsior,Excelsior,NED,1.0,1338.03,69.0,1309.31,29.0
Cska Sofia,Cska Sofia,BUL,1.0,1333.69,71.7,1374.15,-40.0
Universitatea Cluj,Universitatea Cluj,ROM,1.0,1333.33,72.0,1381.35,-48.0
Teplice,Teplice,CZE,1.0,1333.03,69.6,1323.72,9.0
Telstar,Telstar,NED,1.0,1330.49,67.6,1275.69,55.0
Genclerbirligi,Gençlerbirliği,TUR,1.0,1329.56,71.2,1362.14,-33.0
St Mirren,St. Mirren,SCO,1.0,1328.56,70.2,1338.13,-10.0
Osijek,Osijek,CRO,1.0,1328.23,73.3,1412.57,-84.0
Kristiansund,Kristiansund,NOR,1.0,1327.89,70.2,1338.13,-10.0
Mlada Boleslav,Mladá Boleslav,CZE,1.0,1325.34,68.2,1290.1,35.0
Viitorul,Fcv Farul Constanța,ROM,1.0,1323.86,72.2,1386.16,-62.0
Varazdin,Varaždin,CRO,1.0,1322.77,73.9,1426.98,-104.0
Arka,Arka Gdynia,POL,1.0,1322.5,72.3,1388.56,-66.0
Brommapojkarna,Brommapojkarna,SWE,1.0,1320.09,70.8,1352.54,-32.0
Cherno More,Cherno More Varna,BUL,1.0,1318.94,71.4,1366.94,-48.0
Debrecen,Debrecen,HUN,1.0,1317.0,72.9,1402.97,-86.0
Tescoma Zlin,Zlín,CZE,1.0,1314.85,72.0,1381.35,-66.0
Avs Futebol,Avs,POR,1.0,1314.42,68.0,1285.29,29.0
Motherwell,Motherwell,SCO,1.0,1311.75,69.2,1314.11,-2.0
Norrkoeping,Norrköping,SWE,1.0,1310.3,69.6,1323.72,-13.0
Slaven Belupo,Slaven Koprivnica,CRO,1.0,1310.25,73.9,1426.98,-117.0
Otelul Galati,Oțelul Galați,ROM,1.0,1309.82,71.9,1378.95,-69.0
Nieciecza,Nieciecza,POL,1.0,1309.81,70.8,1352.54,-43.0
Stromsgodset,Strømsgodset,NOR,1.0,1306.39,68.9,1306.91,-1.0
Bryne,Bryne,NOR,1.0,1306.36,70.3,1340.53,-34.0
Mtk,Mtk,HUN,1.0,1305.83,71.5,1369.35,-64.0
Nfc Volos,Volos Nfc,GRE,1.0,1300.38,69.9,1330.92,-31.0
Kilmarnock,Kilmarnock,SCO,1.0,1299.76,68.7,1302.1,-2.0
Panetolikos,Panaitolikos,GRE,1.0,1299.33,68.7,1302.1,-3.0
Dundee United,Dundee United,SCO,1.0,1299.23,69.6,1323.72,-24.0
Slovacko,Slovácko,CZE,1.0,1298.84,67.2,1266.08,33.0
Fatih Karaguemruek,Fatih Karagümrük,TUR,1.0,1297.93,69.0,1309.31,-11.0
Bw Linz,Blau-Weiss Linz,AUT,1.0,1297.33,68.6,1299.7,-2.0
Asteras Tripolis,Asteras Tripolis,GRE,1.0,1292.39,68.4,1294.9,-3.0
Dukla,Dukla Praha,CZE,1.0,1289.39,68.6,1299.7,-10.0
Halmstad,Halmstad,SWE,1.0,1288.43,69.4,1318.91,-30.0
Winterthur,Winterthur,SUI,1.0,1287.64,69.1,1311.71,-24.0
Altach,Rheindorf Altach,AUT,1.0,1286.61,67.6,1275.69,11.0
Aberdeen,Aberdeen,SCO,1.0,1286.49,68.9,1306.91,-20.0
Ofi,Ofi,GRE,1.0,1286.23,67.1,1263.68,23.0
Ried,Ried,AUT,1.0,1284.8,68.2,1290.1,-5.0
Zalaegerszegi,Zalaegerszeg,HUN,1.0,1281.15,69.1,1311.71,-31.0
Aarau,Aarau,SUI,1.0,1278.32,69.4,1318.91,-41.0
Diosgyori,Diósgyőr,HUN,1.0,1276.3,69.8,1328.52,-52.0
Wattens,Wsg Tirol,AUT,1.0,1276.17,68.6,1299.7,-24.0
Pardubice,Pardubice,CZE,1.0,1276.16,66.8,1256.48,20.0
Varnamo,Värnamo,SWE,1.0,1270.77,67.4,1270.88,0.0
Hermannstadt,Hermannstadt,ROM,1.0,1270.31,68.4,1294.9,-25.0
Hnk Gorica,Hnk Gorica,CRO,1.0,1268.11,70.8,1352.54,-84.0
Cska 1948 Sofia,Cska 1948 Sofia,BUL,1.0,1267.93,69.2,1314.11,-46.0
Uta Arad,Uta Arad,ROM,1.0,1264.65,69.4,1318.91,-54.0
Oester,Öster,SWE,1.0,1261.03,70.0,1333.32,-72.0
Kisvarda,Kisvárda,HUN,1.0,1257.61,70.8,1352.54,-95.0
Dundee,Dundee,SCO,1.0,1255.94,66.7,1254.07,2.0
Degerfors,Degerfors,SWE,1.0,1255.29,69.6,1323.72,-68.0
Arges Pitesti,Argeș,ROM,1.0,1250.32,72.3,1388.56,-138.0
Kifisias,Kifisia,GRE,1.0,1250.3,69.1,1311.71,-61.0
Ujpest,Újpest,HUN,1.0,1249.05,70.5,1345.33,-96.0
Petrolul Ploiesti,Petrolul 52,ROM,1.0,1247.82,68.7,1302.1,-54.0
Unirea Slobozia,Unirea Slobozia,ROM,1.0,1240.21,68.7,1302.1,-62.0
Larisa,Larissa,GRE,1.0,1237.67,67.3,1268.48,-31.0
Gak,Grazer Ak,AUT,1.0,1236.77,66.7,1254.07,-17.0
Panserraikos,Panserraikos,GRE,1.0,1235.78,65.3,1220.45,15.0
Arda,Arda Kardzhali,BUL,1.0,1229.86,66.9,1258.88,-29.0
Kazincbarcika,Kazincbarcika,HUN,1.0,1224.71,68.8,1304.51,-80.0
Csikszereda,Csikszereda,ROM,1.0,1224.21,67.8,1280.49,-56.0
Nyiregyhaza,Nyíregyháza Spartacus,HUN,1.0,1222.18,68.2,1290.1,-68.0
Lok Plovdiv,Lokomotiv Plovdiv,BUL,1.0,1215.61,66.7,1254.07,-38.0
Haugesund,Haugesund,NOR,1.0,1212.86,65.8,1232.46,-20.0
Falkirk,Falkirk,SCO,1.0,1209.44,68.6,1299.7,-90.0
,Admira Wacker,AUT,,,64.9,1210.85,
,St. Pölten,AUT,,,64.3,1196.44,
,Floridsdorfer Ac,AUT,,,62.3,1148.41,
,Austria Lustenau,AUT,,,61.9,1138.8,
,Liefering,AUT,,,61.1,1119.59,
,Austria Klagenfurt,AUT,,,61.0,1117.19,
,Amstetten,AUT,,,61.0,1117.19,
,First Vienna,AUT,,,59.9,1090.77,
,Kapfenberger Sv,AUT,,,59.7,1085.97,
,Austria Salzburg,AUT,,,58.3,1052.35,
,Austria Wien Ii,AUT,,,57.5,1033.14,
,Stripfing,AUT,,,57.2,1025.93,
,Voitsberg,AUT,,,57.2,1025.93,
,Imst,AUT,,,56.9,1018.73,
,Rapid Wien Ii,AUT,,,56.5,1009.12,
,Sturm Graz Ii,AUT,,,56.1,999.52,
,Wspg Wels,AUT,,,55.5,985.11,
,Schwarz-Weiss Bregenz,AUT,,,55.5,985.11,
,Beveren,BEL,,,72.3,1388.56,
,Kortrijk,BEL,,,71.6,1371.75,
,Beerschot,BEL,,,70.7,1350.13,
,Rwdm,BEL,,,70.3,1340.53,
,Patro Eisden,BEL,,,68.4,1294.9,
,Lièce,BEL,,,66.6,1251.67,
,Deinze,BEL,,,65.9,1234.86,
,Eupen,BEL,,,65.6,1227.66,
,Lommel,BEL,,,65.5,1225.26,
,Lokeren,BEL,,,64.0,1189.23,
,Gent Ii,BEL,,,63.9,1186.83,
,Rwdm Brussels,BEL,,,63.8,1184.43,
,Lierse Sk,BEL,,,63.5,1177.23,
,Tubize-Braine,BEL,,,62.6,1155.61,
,Club Brugge Ii,BEL,,,62.1,1143.61,
,Anderlecht Ii,BEL,,,61.2,1121.99,
,Francs Borains,BEL,,,61.1,1119.59,
,Raec Mons,BEL,,,61.0,1117.19,
,Olympic Charleroi,BEL,,,60.0,1093.17,
,Sporting Hasselt,BEL,,,59.7,1085.97,
,Seraing,BEL,,,59.6,1083.57,
,Krc Genk Ii,BEL,,,58.9,1066.76,
,Thes Sport,BEL,,,58.6,1059.55,
,Dunav Ot Ruse,BUL,,,57.2,1025.93,
,Vantra 2019,BUL,,,54.2,953.89,
,Fratria,BUL,,,53.2,929.87,
,Cska Sofia Ii,BUL,,,52.1,903.46,
,Cska 1948 Sofia Ii,BUL,,,51.6,891.45,
,Lokomotiv Go,BUL,,,51.5,889.05,
,Marek,BUL,,,51.0,877.04,
,Etar Vt,BUL,,,50.5,865.03,
,Vihren Sandanski,BUL,,,50.4,862.63,
,Ludogorets Ii,BUL,,,49.5,841.02,
,Chernomorets Burgas,BUL,,,49.3,836.22,
,Orijent 1919,CRO,,,65.1,1215.65,
,Sesvete,CRO,,,62.7,1158.02,
,Rudeš,CRO,,,62.7,1158.02,
,Cibalia,CRO,,,62.3,1148.41,
,Bijelo Brdo,CRO,,,62.3,1148.41,
,Karlovac 1919,CRO,,,62.1,1143.61,
,Opatija,CRO,,,61.4,1126.8,
,Dubrava Zagreb,CRO,,,61.0,1117.19,
,Dugopolje,CRO,,,60.6,1107.58,
,Hrvace,CRO,,,60.1,1095.58,
,Jarun,CRO,,,59.9,1090.77,
,Croatia Zmijavci,CRO,,,59.6,1083.57,
,Zrinski Osiječko,CRO,,,58.0,1045.15,
,Mladost Ždralovai,CRO,,,54.1,951.49,
,Kustošija,CRO,,,52.5,913.06,
,Jadran Lp,CRO,,,51.9,898.65,
,Solin,CRO,,,50.2,857.83,
,Radnik Križevci,CRO,,,50.2,857.83,
,Hnk Zadar,CRO,,,47.9,802.6,
,Zagora,CRO,,,47.8,800.19,
,Zbrojovka Brno,CZE,,,67.3,1268.48,
,Táborsko,CZE,,,66.9,1258.88,
,Artis Brno,CZE,,,64.8,1208.45,
,Vyškov,CZE,,,64.4,1198.84,
,Opava,CZE,,,63.7,1182.03,
,Slavia Praha Ii,CZE,,,63.3,1172.42,
,České Budějovice,CZE,,,62.2,1146.01,
,Ústí Nad Labem,CZE,,,62.2,1146.01,
,Viktoria Žižkov,CZE,,,61.5,1129.2,
,Baník Ostrava Ii,CZE,,,61.5,1129.2,
,Chrudim,CZE,,,61.3,1124.39,
,Vysočina Jihlava,CZE,,,60.7,1109.99,
,Příbram,CZE,,,60.6,1107.58,
,Třinec,CZE,,,60.2,1097.98,
,Lyngby,DEN,,,64.4,1198.84,
,Hillerød,DEN,,,63.5,1177.23,
,Kolding,DEN,,,63.0,1165.22,
,Aab,DEN,,,62.9,1162.82,
,Hvidovre,DEN,,,62.4,1150.81,
,Horsens,DEN,,,61.8,1136.4,
,Esbjerg,DEN,,,60.3,1100.38,
,Aarhus Fremad,DEN,,,59.1,1071.56,
,B 93,DEN,,,58.4,1054.75,
,Hobro,DEN,,,58.0,1045.15,
,Hb Køge,DEN,,,57.0,1021.13,
,Ab,DEN,,,56.8,1016.33,
,Middelfart,DEN,,,55.5,985.11,
,Roskilde,DEN,,,54.9,970.7,
,Vendsyssel,DEN,,,53.8,944.28,
,Thisted,DEN,,,52.6,915.47,
,Næstved,DEN,,,52.3,908.26,
,Fremad Amager,DEN,,,51.2,881.84,
,Stockport County,ENG,,,76.5,1489.42,
,Norwich City,ENG,,,75.5,1465.4,
,Lincoln City,ENG,,,73.9,1426.98,
,Cultural Leonesas,ESP,,,72.6,1395.76,
,Tenerife,ESP,,,71.3,1364.54,
,Atlético Madrileño,ESP,,,70.8,1352.54,
,Real Madrid Ii,ESP,,,70.4,1342.93,
,Ponferradina,ESP,,,70.4,1342.93,
,Rouen,FRA,,,68.3,1292.5,
,Dijon,FRA,,,68.3,1292.5,
,Martigues,FRA,,,68.2,1290.1,
,Verl,GER,,,70.2,1338.13,
,Energie Cottbus,GER,,,70.0,1333.32,
,Rot-Weiss Essen,GER,,,69.8,1328.52,
,Kalamata,GRE,,,62.7,1158.02,
,Iraklis 1908,GRE,,,61.3,1124.39,
,Panionios,GRE,,,58.8,1064.36,
,Athens Kallithea,GRE,,,57.0,1021.13,
,Niki Volos,GRE,,,56.6,1011.52,
,Olympiakos Piraeus Ii,GRE,,,54.9,970.7,
,Pas Giannina,GRE,,,54.1,951.49,
,Paok Ii,GRE,,,53.9,946.68,
,Chania,GRE,,,53.7,941.88,
,Asteras Tripolis Ii,GRE,,,53.5,937.08,
,Anagennisi Karditsas,GRE,,,53.4,934.68,
,Marko,GRE,,,52.0,901.06,
,Egaleo,GRE,,,51.8,896.25,
,Ellas Syros,GRE,,,51.4,886.65,
,Kavala,GRE,,,51.3,884.25,
,Nestos Chrisoupolis,GRE,,,51.2,881.84,
,Vasas,HUN,,,65.7,1230.06,
,Honvéd,HUN,,,63.7,1182.03,
,Mezőkövesd,HUN,,,63.3,1172.42,
,Kecskemét,HUN,,,62.9,1162.82,
,Szeged-Csanád,HUN,,,62.5,1153.21,
,Fehérvár,HUN,,,61.0,1117.19,
,Csákvári Tk,HUN,,,60.9,1114.79,
,Kozármisleny,HUN,,,60.4,1102.78,
,Karcgag,HUN,,,60.4,1102.78,
,Szentlőrinc Se,HUN,,,59.7,1085.97,
,Soroksár Sc,HUN,,,59.3,1076.36,
,Tiszakécske,HUN,,,58.6,1059.55,
,Ajka,HUN,,,58.2,1049.95,
,Bvsc Zugló,HUN,,,58.1,1047.55,
,Nagykanizsa,HUN,,,57.8,1040.34,
,Békéscsaba,HUN,,,57.6,1035.54,
,Budafoki Mte,HUN,,,57.6,1035.54,
,Gyirmót,HUN,,,57.3,1028.33,
,Brescia,ITA,,,71.7,1374.15,
,Vicenza,ITA,,,69.1,1311.71,
,Arezzo,ITA,,,66.9,1258.88,
,Catania,ITA,,,66.2,1242.07,
,Ado Den Haag,NED,,,69.6,1323.72,
,Cambuur,NED,,,66.4,1246.87,
,Rkc Waalwijk,NED,,,65.6,1227.66,
,Willem Ii,NED,,,64.4,1198.84,
,De Graafschap,NED,,,63.7,1182.03,
,Dordrecht,NED,,,63.6,1179.63,
,Roda Jc,NED,,,62.9,1162.82,
,Almere City,NED,,,62.8,1160.42,
,Vitesse,NED,,,62.3,1148.41,
,Quick Boys,NED,,,62.2,1146.01,
,Az Ii,NED,,,61.4,1126.8,
,Den Bosch,NED,,,61.1,1119.59,
,Emmen,NED,,,60.4,1102.78,
,Psv Ii,NED,,,60.0,1093.17,
,Helmond Sport,NED,,,59.8,1088.37,
,Vvv,NED,,,59.3,1076.36,
,Mvv,NED,,,58.6,1059.55,
,Eindhoven,NED,,,58.6,1059.55,
,Almere City Ii,NED,,,58.5,1057.15,
,Afc,NED,,,57.8,1040.34,
,Spakenburg,NED,,,57.8,1040.34,
,Aalesund,NOR,,,66.9,1258.88,
,Kongsvinger,NOR,,,66.7,1254.07,
,Lyn,NOR,,,66.3,1244.47,
,Start,NOR,,,65.6,1227.66,
,Egersund,NOR,,,65.5,1225.26,
,Ranheim,NOR,,,63.7,1182.03,
,Sogndal,NOR,,,63.7,1182.03,
,Strømmen,NOR,,,62.7,1158.02,
,Stabæk,NOR,,,62.1,1143.61,
,Tromsdalen,NOR,,,60.9,1114.79,
,Moss,NOR,,,60.8,1112.39,
,Grorud,NOR,,,60.6,1107.58,
,Wisła Kraków,POL,,,71.6,1371.75,
,Polonia Warszawa,POL,,,64.6,1203.64,
,Miedź Legnica,POL,,,64.6,1203.64,
,Polonia Bytom,POL,,,63.4,1174.83,
,Pogoń Grodzisk Maz.,POL,,,63.1,1167.62,
,Chrobry Głogów,POL,,,63.0,1165.22,
,Wieczysta Kraków,POL,,,63.0,1165.22,
,Pogoń Siedlce,POL,,,62.8,1160.42,
,Tychy,POL,,,62.0,1141.2,
,Górnik Łęczna,POL,,,61.5,1129.2,
,Odra Opole,POL,,,61.3,1124.39,
,Stal Rzeszów,POL,,,61.2,1121.99,
,Znicz Pruszków,POL,,,60.8,1112.39,
,Kotwica Kołobrzeg,POL,,,60.0,1093.17,
,Unia Skierniewice,POL,,,58.6,1059.55,
,Olimpia Grudziądz,POL,,,58.6,1059.55,
,Chojniczanka Chojnice,POL,,,58.3,1052.35,
,Stal Stalowa Wola,POL,,,58.1,1047.55,
,Legia Warszawa Ii,POL,,,58.0,1045.15,
,Resovia Rzeszów,POL,,,57.5,1033.14,
,Świt Szczecin,POL,,,57.0,1021.13,
,Barycz Sułów,POL,,,57.0,1021.13,
,Podbeskidzie,POL,,,56.7,1013.93,
,Podhale Nowy Targ,POL,,,56.6,1011.52,
,Śląsk Wrocław Ii,POL,,,56.2,1001.92,
,Avia Świdnik,POL,,,56.0,997.12,
,Sokół Kleczew,POL,,,56.0,997.12,
,Łomża,POL,,,55.8,992.31,
,Zagłębie Sosnowiec,POL,,,55.8,992.31,
,Sandecja Nowy Sącz,POL,,,55.6,987.51,
,Zawisza Bydgoszcz,POL,,,55.5,985.11,
,Rekord Bielsko-Biała,POL,,,55.4,982.71,
,Hutnik Kraków,POL,,,55.1,975.5,
,Kalisz,POL,,,55.1,975.5,
,Lechia Zielona Góra,POL,,,54.7,965.9,
,Górnik Polkowice,POL,,,54.5,961.09,
,Kluczbork,POL,,,54.3,956.29,
,Goczałkowice Zdrój,POL,,,54.3,956.29,
,Siarka Tarnobrzeg,POL,,,54.1,951.49,
,Lech Poznań Ii,POL,,,54.1,951.49,
,Warta Sieradz,POL,,,53.9,946.68,
,Wisła Puławy,POL,,,53.8,944.28,
,Kszo 1929,POL,,,53.6,939.48,
,Zagłębie Lubin Ii,POL,,,53.4,934.68,
,Carina Gubin,POL,,,53.3,932.28,
,Ząbkowia Ząbki,POL,,,53.2,929.87,
,Jastrzębie,POL,,,52.8,920.27,
,Elana Toruń,POL,,,52.7,917.87,
,Sparta Katowice,POL,,,52.7,917.87,
,Błękitni Stargard,POL,,,52.6,915.47,
,Łks Łódź Ii,POL,,,52.6,915.47,
,Polonia Środa Wlkp.,POL,,,52.5,913.06,
,Skra Częstochowa,POL,,,52.5,913.06,
,Chełmianka Chełm,POL,,,52.1,903.46,
,Star Starachowice,POL,,,51.9,898.65,
,Ruch Zdzieszowice,POL,,,51.9,898.65,
,Podlasie Biała Podlaska,POL,,,51.6,891.45,
,Mazovia Mińsk Mazowiecki,POL,,,51.4,886.65,
,Warta Gorzów,POL,,,51.1,879.44,
,Jarosław,POL,,,51.1,879.44,
,Wigry Suwałki,POL,,,50.9,874.64,
,Chemik Bydgoszcz,POL,,,50.8,872.24,
,Wiślanie Skawina,POL,,,50.7,869.84,
,Olimpia Zambrów,POL,,,50.7,869.84,
,Korona Kielce Ii,POL,,,50.7,869.84,
,Bałtyk Koszalin,POL,,,50.7,869.84,
,Luzino,POL,,,50.5,865.03,
,Cartusia Kartuzy,POL,,,50.4,862.63,
,Świt,POL,,,50.2,857.83,
,Pogoń-Sokół Lubaczów,POL,,,50.1,855.43,
,Olimpia Elbląg,POL,,,50.1,855.43,
,Górnik Zabrze Ii,POL,,,50.1,855.43,
,Hutnik Warszawa,POL,,,50.0,853.03,
,Flota Świnoujście,POL,,,49.9,850.63,
,Broń Radom,POL,,,49.9,850.63,
,Orzeł Ryczów,POL,,,49.9,850.63,
,Wisła Płock Ii,POL,,,49.7,845.82,
,Lechia Tomaszów Maz.,POL,,,49.7,845.82,
,Pogoń Szczecin Ii,POL,,,49.7,845.82,
,Unia Swarzędz,POL,,,49.6,843.42,
,Raków Częstochowa Ii,POL,,,49.6,843.42,
,Grom Nowy Staw,POL,,,49.5,841.02,
,Karkonosze Jelenia Góra,POL,,,49.4,838.62,
,Noteć Czarnków,POL,,,49.2,833.81,
,Wisłoka Dębica,POL,,,49.0,829.01,
,Stal Kraśnik,POL,,,48.9,826.61,
,Polonia Nysa,POL,,,48.9,826.61,
,Widzew Łódź Ii,POL,,,48.8,824.21,
,Cosmos Nowotaniec,POL,,,48.8,824.21,
,Drama Zbrosławice,POL,,,48.8,824.21,
,Kotwica Kórnik,POL,,,48.8,824.21,
,Gedania Gdańsk,POL,,,48.7,821.81,
,Odra Bytom Odrański,POL,,,48.7,821.81,
,Kts Weszło,POL,,,48.7,821.81,
,Czarni Połaniec,POL,,,48.6,819.41,
,Biali Sadów,POL,,,48.6,819.41,
,Troszyn,POL,,,48.6,819.41,
,Pogoń Nowe Skalmierzyce,POL,,,48.5,817.0,
,Ruch Wysokie Mazowieckie,POL,,,48.5,817.0,
,Piast Żmigród,POL,,,48.5,817.0,
,Row Rybnik,POL,,,48.4,814.6,
,Hetman Zamość,POL,,,48.3,812.2,
,Radomsko,POL,,,48.3,812.2,
,Miedź Legnica Ii,POL,,,48.3,812.2,
,Jagiellonia Ii,POL,,,48.3,812.2,
,Małapaniew Ozimek,POL,,,48.3,812.2,
,Kłuczevia Stargard,POL,,,48.1,807.4,
,Ślęza Wrocław,POL,,,48.1,807.4,
,Łada Biłgoraj,POL,,,48.1,807.4,
,Słowianin Wolibórz,POL,,,48.1,807.4,
,Bełchatów,POL,,,48.1,807.4,
,Wda Świecie,POL,,,48.1,807.4,
,Pogoń Mogilno,POL,,,48.0,805.0,
,Busko-Zdrój,POL,,,48.0,805.0,
,Tomasovia Tomaszów,POL,,,47.9,802.6,
,Podlesianka,POL,,,47.8,800.19,
,Igloopol Dębica,POL,,,47.7,797.79,
,Cracovia Kraków Ii,POL,,,47.6,795.39,
,Izolator Boguchwała,POL,,,47.5,792.99,
,Mieszko Gniezno,POL,,,47.5,792.99,
,Vizela,POR,,,70.8,1352.54,
,Torreense,POR,,,69.8,1328.52,
,Boavista,POR,,,69.7,1326.12,
,União De Leiria,POR,,,69.1,1311.71,
,Chaves,POR,,,69.1,1311.71,
,Marítimo,POR,,,68.8,1304.51,
,Farense,POR,,,68.3,1292.5,
,Académico Viseu,POR,,,68.1,1287.7,
,Benfica Ii,POR,,,68.1,1287.7,
,Sporting Cp Ii,POR,,,68.1,1287.7,
,Felgueiras 1932,POR,,,67.2,1266.08,
,Penafiel,POR,,,66.3,1244.47,
,Feirense,POR,,,65.9,1234.86,
,Paços De Ferreira,POR,,,65.5,1225.26,
,Lusitania Lourosa,POR,,,65.2,1218.05,
,Portimonense,POR,,,64.5,1201.24,
,Leixões,POR,,,64.5,1201.24,
,Mafra,POR,,,63.9,1186.83,
,Sporting Braga Ii,POR,,,63.9,1186.83,
,Porto Ii,POR,,,63.8,1184.43,
,Varzim,POR,,,63.5,1177.23,
,Corvinul Hunedoara,ROM,,,66.1,1239.67,
,Csa Steaua București,ROM,,,64.6,1203.64,
,Voluntari,ROM,,,64.1,1191.64,
,As Fc Buzău,ROM,,,64.0,1189.23,
,Sepsi,ROM,,,63.7,1182.03,
,Csm Reșița,ROM,,,62.6,1155.61,
,Politehnica Iași,ROM,,,62.1,1143.61,
,Bihor Oradea,ROM,,,61.2,1121.99,
,Metalul Buzău,ROM,,,61.1,1119.59,
,Chindia Târgoviște,ROM,,,61.0,1117.19,
,Slatina,ROM,,,60.2,1097.98,
,Concordia Chiajna,ROM,,,59.9,1090.77,
,Asa Târgu Mureș,ROM,,,58.7,1061.96,
,Ceahlăul Piatra Neamț,ROM,,,58.1,1047.55,
,1599 Șelimbăr,ROM,,,58.1,1047.55,
,Afumați,ROM,,,58.0,1045.15,
,Unirea Ungheni,ROM,,,56.6,1011.52,
,Cs Dinamo București,ROM,,,56.4,1006.72,
,Gloria Bistrița,ROM,,,56.3,1004.32,
,Fc Bacău,ROM,,,56.2,1001.92,
,Mioveni,ROM,,,56.1,999.52,
,Dumbrăvița,ROM,,,55.4,982.71,
,Focșani,ROM,,,55.0,973.1,
,St. Johnstone,SCO,,,64.4,1198.84,
,Partick Thistle,SCO,,,63.4,1174.83,
,Ayr United,SCO,,,61.7,1134.0,
,Raith Rovers,SCO,,,60.5,1105.18,
,Ross County,SCO,,,59.6,1083.57,
,Greenock Morton,SCO,,,59.1,1071.56,
,Dunfermline Athletic,SCO,,,58.9,1066.76,
,Arbroath,SCO,,,58.5,1057.15,
,Queen'S Park,SCO,,,55.2,977.9,
,Inverness Ct,SCO,,,55.1,975.5,
,Airdrieonians,SCO,,,55.0,973.1,
,Hamilton Academical,SCO,,,53.7,941.88,
,Alloa Athletic,SCO,,,52.2,905.86,
,Stenhousemuir,SCO,,,51.8,896.25,
,Queen Of The South,SCO,,,50.5,865.03,
,Celje,SLO,,,79.3,1556.66,
,Maribor,SLO,,,73.7,1422.18,
,Koper,SLO,,,72.3,1388.56,
,Bravo,SLO,,,71.0,1357.34,
,Olimpija,SLO,,,70.9,1354.94,
,Aluminij,SLO,,,65.8,1232.46,
,Radomlje,SLO,,,65.8,1232.46,
,Primorje,SLO,,,65.4,1222.86,
,Mura,SLO,,,65.1,1215.65,
,Domžale,SLO,,,63.2,1170.02,
,Brinje Grosuplje,SLO,,,62.7,1158.02,
,Nafta,SLO,,,62.3,1148.41,
,Triglav,SLO,,,61.2,1121.99,
,Tabor Sežana,SLO,,,59.7,1085.97,
,Bistrica,SLO,,,58.3,1052.35,
,Beltinci,SLO,,,57.2,1025.93,
,Gorica,SLO,,,55.3,980.31,
,Dravinja,SLO,,,54.5,961.09,
,Bilje,SLO,,,54.2,953.89,
,Rudar Velenje,SLO,,,53.5,937.08,
,Krka,SLO,,,53.2,929.87,
,Slovan Ljubljana,SLO,,,52.4,910.66,
,Dekani,SLO,,,51.6,891.45,
,Ilirija Ljubljana,SLO,,,50.5,865.03,
,Dob,SLO,,,50.4,862.63,
,Krško Posavje,SLO,,,50.1,855.43,
,Crvena Zvezda,SRB,,,81.7,1614.3,
,Partizan,SRB,,,74.8,1448.59,
,Vojvodina,SRB,,,70.0,1333.32,
,Novi Pazar,SRB,,,67.7,1278.09,
,Čukarički,SRB,,,66.3,1244.47,
,Radnički Kragujevac,SRB,,,66.3,1244.47,
,Ofk Beograd,SRB,,,65.8,1232.46,
,Železničar Pančevo,SRB,,,65.7,1230.06,
,Tsc,SRB,,,65.7,1230.06,
,Imt Novi Beograd,SRB,,,64.3,1196.44,
,Mladost Lučani,SRB,,,63.9,1186.83,
,Radnički Niš,SRB,,,63.5,1177.23,
,Radnik Surdulica,SRB,,,63.2,1170.02,
,Javor,SRB,,,63.1,1167.62,
,Spartak Subotica,SRB,,,62.5,1153.21,
,Napredak,SRB,,,60.5,1105.18,
,Zemun,SRB,,,59.5,1081.17,
,Mladost Novi Sad,SRB,,,58.6,1059.55,
,Voždovac,SRB,,,58.1,1047.55,
,Mačva Šabac,SRB,,,57.7,1037.94,
,Jedinstvo Ub,SRB,,,57.4,1030.74,
,Tekstilac Odžaci,SRB,,,56.7,1013.93,
,Grafičar,SRB,,,56.3,1004.32,
,Traval Kruševac,SRB,,,55.5,985.11,
,Teleoptik,SRB,,,55.4,982.71,
,Ofk Vršac,SRB,,,55.4,982.71,
,Dinamo Jug,SRB,,,54.7,965.9,
,Fap,SRB,,,54.7,965.9,
,Smederevo 1924,SRB,,,54.6,963.49,
,Radnički Sr. Mitrovica,SRB,,,54.2,953.89,
,Yverdon Sport,SUI,,,66.9,1258.88,
,Vaduz,SUI,,,66.7,1254.07,
,Stade-Lausanne-Ouchy,SUI,,,66.2,1242.07,
,Xamax,SUI,,,63.4,1174.83,
,Etoile Carouge,SUI,,,62.2,1146.01,
,Wil,SUI,,,61.3,1124.39,
,Kriens,SUI,,,61.1,1119.59,
,Stade Nyonnais,SUI,,,60.6,1107.58,
,Rapperswil-Jona,SUI,,,60.5,1105.18,
,Bellinzona,SUI,,,59.2,1073.96,
,Biel-Bienne,SUI,,,58.8,1064.36,
,Bavois,SUI,,,58.1,1047.55,
